TIME,NE,SE,SW,NW,Quat.x,Quat.y,Quat.z,Quat.w
0,0,0.258021,0.602604,0.0923958,0.255934,-0.479675,0.552180,-0.632066
0,0,0.366354,0.698021,0.127604,0.207351,-0.447691,0.643497,-0.585227
0,0,0.467604,0.835729,0.203646,0.120010,-0.337430,0.781967,-0.510163
0,0,0.680312,1,0.392188,0.054915,-0.195713,0.870530,-0.448173
0,0,0.612917,1,0.332083,0.015251,-0.061162,0.916272,-0.395567
0,0,0.617188,1,0.375312,-0.018227,0.201207,0.936446,-0.286796
0,0,0.587083,1,0.391667,-0.019007,0.256401,0.930521,-0.260820
0,0,0.457708,1,0.339375,0.021168,0.573232,0.816214,-0.068935
0,0,0.421875,1,0.386458,0.068125,0.700579,0.708474,0.051113
0,0,0.552292,1,0.53875,0.186396,0.831563,0.409708,0.325421
0,0,0.461771,0.963229,0.470729,0.186396,0.831563,0.409708,0.325421
0,0,0.441979,0.901354,0.395521,0.252061,0.802962,0.173585,0.511455
0,0,0.494375,0.911667,0.392917,-0.280016,-0.632498,0.122664,-0.711681
0,0,0.577292,0.953125,0.375833,-0.238348,-0.409207,0.332468,-0.815601
0,0,0.723958,0.985208,0.442083,-0.134208,-0.143867,0.497984,-0.844572
0,0,0.654375,1,0.383958,0.109849,0.240197,0.641867,-0.719892
0,0,0.555521,0.975938,0.325521,0.339933,0.467844,0.667633,-0.468865
0,0,0.436979,0.853229,0.207187,0.382617,0.498220,0.664095,-0.405412
0,0,0.343333,0.7175,0.07625,0.494772,0.555644,0.638743,-0.196131
0,0,0.265,0.599583,0,0.586577,0.554067,0.580637,0.108621
0,0,0.281042,0.577708,0,0.574304,0.450748,0.487251,0.479153
0,0,0.295938,0.557187,0,0.493170,0.359158,0.425725,0.668241
0,0,0.310104,0.536979,0,0.196876,0.186917,0.289222,0.917961
0,0,0.321458,0.517917,0,-0.074722,-0.147517,-0.237305,-0.957258
0,0,0.333958,0.499792,0,0.384301,-0.121799,0.023781,-0.914829
0,0,0.345833,0.482917,0,0.530081,-0.169473,0.189377,-0.808968
0,0,0.387708,0.49125,0,0.584619,-0.211199,0.324957,-0.712754
0,0,0.470625,0.532083,0,0.583199,-0.249369,0.511006,-0.580144
0,0,0.568854,0.590729,0,0.483115,-0.229435,0.727995,-0.428932
0,0,0.615938,0.661563,0,0.357393,-0.137421,0.864393,-0.325898
0,0,0.634375,0.727917,0,0.357393,-0.137421,0.864393,-0.325898
0,0,0.77,0.911042,0.141042,0.227687,0.024448,0.945152,-0.232913
0,0,0.7625,0.949375,0.186875,0.077298,0.419179,0.903037,-0.053268
0,0,0.747083,0.977292,0.230208,0.062524,0.534661,0.842669,0.011670
0,0,0.686667,0.885417,0.19875,0.064354,0.686238,0.713593,0.125388
0,0.018125,0.723542,0.811042,0.266042,0.111048,0.827768,0.419573,0.355565
0,0,0.563333,0.700417,0.137083,0.153741,0.778294,0.085376,0.602772
0,0.0803125,0.743646,0.777188,0.230521,-0.135507,-0.602741,0.159719,-0.769955
0,0.203333,0.9175,0.912917,0.302083,-0.014328,-0.276787,0.395317,-0.875733
0,0.350625,1,1,0.393542,0.062775,-0.136212,0.463667,-0.873223
0,0.485208,1,1,0.577708,0.297116,0.176879,0.573266,-0.742834
0,0.430833,1,1,0.569583,0.393465,0.270501,0.597723,-0.644004
0,0.371563,1,1,0.488229,0.632676,0.416469,0.646975,-0.087738
0,0.317812,1,1,0.408854,0.606399,0.394858,0.660082,0.201642
0,0.265208,0.946458,1,0.332708,0.484929,0.366699,0.659892,0.441496
0,0.283333,0.985,1,0.357083,0.352504,0.363525,0.641888,0.575822
0,0.236146,0.948438,0.922813,0.308854,0.304362,0.367735,0.631127,0.611403
0,0.186667,0.883125,0.844375,0.232083,0.111854,0.412480,0.558049,0.711287
0,0.134063,0.815729,0.765312,0.154479,0.107915,-0.533023,-0.344846,-0.765063
0,0.0729167,0.74125,0.679792,0.0702083,0.150709,-0.571407,-0.246893,-0.768000
0,0.238958,0.942917,0.848125,0.192917,0.190927,-0.617385,0.038413,-0.762173
0,0.344062,1,0.964063,0.230104,0.165396,-0.544298,0.343224,-0.747383
0,0.380937,1,1,0.223854,0.136119,-0.271906,0.648873,-0.697497
0,0.512396,1,1,0.376979,0.153720,-0.082545,0.748533,-0.639731
0,0.511771,1,1,0.429688,0.246259,0.235477,0.816898,-0.465387
0,0.490417,1,1,0.46,0.246259,0.235477,0.816898,-0.465387
0,0.490625,1,1,0.482292,0.443815,0.536360,0.717651,0.017972
0,0.490521,1,1,0.504271,0.476013,0.547628,0.616858,0.304963
0,0.5075,1,1,0.502292,0.470943,0.538368,0.589760,0.374908
0,0.523854,1,1,0.500938,0.323749,0.429507,0.420560,0.730643
0,0.462917,1,1,0.423542,0.236408,0.389725,0.361051,0.813553
0,0.398021,1,1,0.343021,0.017579,-0.322706,-0.194637,-0.926104
0,0.33625,1,0.982292,0.266458,0.116372,-0.312759,-0.117604,-0.935312
0,0.296667,1,0.916667,0.213333,0.366737,-0.320174,0.256701,-0.834924
0,0.444271,1,1,0.345313,0.382786,-0.313112,0.360183,-0.791015
0,0.488021,1,1,0.398854,0.360476,-0.236173,0.605614,-0.668962
0,0.545729,1,1,0.502188,0.299659,-0.061412,0.791870,-0.528559
0,0.5225,1,1,0.530625,0.264330,0.127930,0.872315,-0.390936
0,0.500208,1,1,0.55875,0.258002,0.323126,0.883517,-0.220053
0,0.493854,1,1,0.598229,0.276006,0.483189,0.830765,-0.013373
0,0.537604,1,1,0.615938,0.281973,0.513574,0.809243,0.043106
0,0.581458,1,1,0.633542,0.291575,0.590522,0.597201,0.457842
0,0.625521,1,1,0.651563,0.236123,0.537382,0.451259,0.672185
0,0.629896,1,1,0.625938,0.123213,0.445897,0.299443,0.834463
0,0.628437,1,1,0.584896,0.032470,-0.349495,-0.141594,-0.925608
0,0.628437,1,1,0.548854,0.116899,-0.307475,-0.059105,-0.942497
0,0.633229,1,1,0.528438,0.238713,-0.256031,0.070170,-0.934099
0,0.639375,1,1,0.515,0.432636,-0.173984,0.392380,-0.792839
0,0.645312,1,1,0.512813,0.462066,-0.119629,0.572510,-0.666646
0,0.617188,1,1,0.540937,0.439456,-0.034579,0.727550,-0.525693
0,0.590521,1,1,0.568229,0.428093,-0.007321,0.760026,-0.488921
0,0.564792,1,1,0.595,0.341619,0.200137,0.882437,-0.254060
0,0.540208,1,1,0.621042,0.279537,0.394631,0.874687,-0.032372
0,0.573542,1,1,0.647292,0.261510,0.464031,0.843898,0.064223
0,0.617083,1,1,0.665833,0.246568,0.522892,0.799146,0.164786
0,0.660937,1,1,0.684271,0.176196,0.604262,0.523131,0.574592
0,0.703854,1,1,0.703021,0.101952,0.549987,0.357030,0.748097
0,0.699375,1,1,0.650208,0.050112,0.506046,0.272408,0.816823
0,0.695208,1,1,0.597708,0.149788,-0.346497,-0.015803,-0.925880
0,0.691458,1,1,0.545833,0.292698,-0.244014,0.158182,-0.910914
0,0.680417,1,1,0.515625,0.411358,-0.155393,0.333753,-0.833814
0,0.653646,1,1,0.541354,0.454284,-0.114984,0.420521,-0.776896
0,0.625625,1,1,0.568333,0.501114,0.009056,0.659821,-0.559856
0,0.598854,1,1,0.594688,0.469449,0.110460,0.782050,-0.394733
0,0.572604,1,1,0.620521,0.469449,0.110460,0.782050,-0.394733
0,0.56125,1,1,0.638333,0.387517,0.265873,0.864500,-0.178276
0,0.550312,1,1,0.655729,0.258987,0.493190,0.818134,0.142638
0,0.593854,1,1,0.674687,0.242329,0.520475,0.796362,0.190236
0,0.637292,1,1,0.693542,0.194919,0.586050,0.711935,0.334216
0,0.680521,1,1,0.712604,0.131832,0.625253,0.564564,0.522443
0,0.713542,1,1,0.700417,0.056821,0.603262,0.393748,0.691237
0,0.710104,1,1,0.647188,0.068849,-0.502769,-0.169577,-0.844823
0,0.706458,1,1,0.594583,0.224928,-0.357042,0.053304,-0.905034
0,0.703333,1,1,0.542708,0.289489,-0.295216,0.141024,-0.899531
0,0.664896,1,1,0.526354,0.492484,-0.064330,0.476918,-0.725169
0,0.633958,1,1,0.542292,0.492484,-0.064330,0.476918,-0.725169
0,0.607292,1,1,0.56875,0.529184,0.041426,0.624867,-0.572529
0,0.581875,1,1,0.594792,0.490958,0.207538,0.788169,-0.307699
0,0.557292,1,1,0.62,0.376554,0.389902,0.839831,-0.029442
0,0.574271,1,1,0.612187,0.285541,0.505555,0.798788,0.157539
0,0.616458,1,1,0.632292,0.240367,0.554685,0.756029,0.250935
0,0.647188,1,1,0.639479,0.109591,0.637038,0.555702,0.522846
0,0.656354,1,1,0.612187,0.109591,0.637038,0.555702,0.522846
0,0.653438,1,1,0.559479,0.054606,-0.574503,-0.242760,-0.779764
0,0.638021,1,1,0.493021,0.164235,-0.470903,-0.053941,-0.865082
0,0.625938,1,1,0.431563,0.193119,-0.439746,-0.007139,-0.877085
0,0.584167,1,1,0.399583,0.415224,-0.159212,0.348197,-0.825227
0,0.540625,1,1,0.371875,0.492424,-0.019622,0.505416,-0.708300
0,0.509583,1,1,0.394167,0.515729,0.047260,0.576072,-0.632401
0,0.476667,1,1,0.412708,0.522355,0.206408,0.719463,-0.408550
0,0.441458,1,1,0.426875,0.514855,0.237169,0.741016,-0.359960
0,0.458437,1,1,0.423854,0.459202,0.357329,0.797398,-0.160019
0,0.483125,1,1,0.429583,0.322782,0.521077,0.777347,0.141501
0,0.511354,1,1,0.439063,0.163959,0.628781,0.627945,0.428295
0,0.533438,1,1,0.442604,0.163959,0.628781,0.627945,0.428295
0,0.542813,1,1,0.399479,-0.024525,0.619681,0.334746,0.709464
0,0.544167,1,1,0.3475,0.163970,-0.512186,-0.090536,-0.838202
0,0.517708,1,1,0.272917,0.249001,-0.415074,0.056615,-0.873216
0,0.477708,1,1,0.246042,0.304577,-0.340860,0.152232,-0.876284
0,0.432604,1,1,0.214479,0.382677,-0.221068,0.289174,-0.849156
0,0.392708,1,1,0.215833,0.467808,-0.056486,0.455194,-0.755489
0,0.355729,1,1,0.232813,0.526182,0.213848,0.678782,-0.465464
0,0.313229,1,1,0.243854,0.516717,0.283607,0.721538,-0.363253
0,0.326875,1,1,0.242708,0.422358,0.469204,0.774612,-0.037911
0,0.34625,1,1,0.247917,0.319176,0.567461,0.737786,0.178288
0,0.366875,1,1,0.254583,0.230641,0.620926,0.671032,0.333126
0,0.384688,1,1,0.242812,0.106715,0.654828,0.535420,0.522626
0,0.397188,1,1,0.203229,0.079804,-0.605395,-0.260466,-0.747854
0,0.385625,1,1,0.143958,0.140877,-0.560682,-0.158323,-0.800452
0,0.385417,1,1,0.0941667,0.287501,-0.395469,0.099824,-0.866592
0,0.36375,1,1,0.0602083,0.315170,-0.355074,0.150018,-0.867228
0,0.328646,1,1,0.0351042,0.415853,-0.178844,0.339407,-0.824551
0,0.299375,1,1,0.0452083,0.522726,0.139835,0.603635,-0.585516
0,0.274167,1,1,0.0745833,0.528090,0.263671,0.681203,-0.433085
0,0.262188,1,1,0.0953125,0.515850,0.338920,0.718304,-0.321047
0,0.299271,1,1,0.119271,0.431337,0.497432,0.752280,-0.024198
0,0.336771,1,1,0.143854,0.252102,0.620843,0.669070,0.321470
0,0.374583,1,1,0.168542,0.181485,0.641865,0.611215,0.426014
0,0.404792,1,1,0.142917,0.034713,0.646988,0.456655,0.609646
0,0.425312,1,1,0.108854,0.212736,-0.523986,-0.102931,-0.818284
0,0.425104,1,1,0.0598958,0.307135,-0.421779,0.060002,-0.850982
0,0.391771,1,1,0.0338542,0.415347,-0.250973,0.268352,-0.832158
0,0.358125,1,1,0.00791667,0.438369,-0.204046,0.317148,-0.815852
0,0.331042,1,1,0.036875,0.521407,0.039779,0.530826,-0.666916
0,0.304271,1,1,0.0657292,0.539693,0.182093,0.628429,-0.529765
0,0.278542,1,1,0.0941667,0.471212,0.459957,0.742660,-0.121878
0,0.296354,1,1,0.103229,0.331712,0.591223,0.710500,0.188713
0,0.333229,1,1,0.128021,0.331712,0.591223,0.710500,0.188713
0,0.360625,1,1,0.101042,0.184003,0.646336,0.612308,0.416499
0,0.389062,1,1,0.0738542,-0.057354,0.629645,0.360260,0.685908
0,0.41,1,1,0.0404167,0.135289,-0.594876,-0.255944,-0.749875
0,0.410521,1,1,0,0.343355,-0.405166,0.080118,-0.843522
0,0.410729,1,1,0,0.426837,-0.270804,0.243585,-0.827733
0,0.378854,1,1,0,0.535684,0.034196,0.520757,-0.663841
0,0.352604,1,1,0,0.544419,0.085300,0.557913,-0.620536
0,0.32625,1,1,0,0.492966,0.440544,0.732546,-0.162116
0,0.303333,1,1,0.0122917,0.416984,0.536201,0.733119,0.033890
0,0.3375,1,1,0.036875,0.237531,0.636558,0.647164,0.345762
0,0.371771,1,1,0.0623958,0.237531,0.636558,0.647164,0.345762
0,0.400208,1,1,0.0341667,0.067234,0.655511,0.504265,0.558123
0,0.429167,1,1,0.005625,0.227789,-0.540714,-0.140709,-0.797459
0,0.430104,1,1,0,0.336940,-0.434899,0.034858,-0.834338
0,0.398333,1,1,0,0.500504,-0.150367,0.366111,-0.769966
0,0.367083,1,1,0,0.546199,0.009093,0.504405,-0.668700
0,0.340833,1,1,0,0.560271,0.114698,0.581706,-0.578410
0,0.315104,1,1,0,0.554309,0.265048,0.670956,-0.415103
0,0.315521,1,1,0,0.378728,0.569080,0.722232,0.105329
0,0.348438,1,1,0.00927083,0.222297,0.645112,0.636474,0.359603
0,0.379063,1,1,0.0130208,0.089410,0.660865,0.526602,0.527213
0,0.407292,1,1,0,0.043818,0.657683,0.482431,0.576883
0,0.408542,1,1,0,0.264243,-0.516211,-0.101183,-0.808371
0,0.409583,1,1,0,0.303602,-0.480122,-0.041073,-0.821962
0,0.379271,1,1,0,0.468155,-0.255028,0.254469,-0.806869
0,0.348854,1,1,0,0.570098,0.120039,0.588334,-0.560751
0,0.324271,1,1,0,0.570098,0.120039,0.588334,-0.560751
0,0.333437,1,1,0,0.543505,0.322567,0.701578,-0.329152
0,0.341979,1,1,0,0.454866,0.491080,0.740255,-0.062932
0,0.372604,1,1,0,0.314972,0.608663,0.697571,0.209083
0,0.403229,1,1,0,0.140955,0.661429,0.576446,0.458644
0,0.431563,1,1,0,-0.094855,0.623547,0.336141,0.699429
0,0.433542,1,1,0,0.231724,-0.545774,-0.161332,-0.788928
0,0.435,1,1,0,0.392787,-0.387883,0.084596,-0.829523
0,0.406562,1,1,0,0.551729,-0.077589,0.427702,-0.711791
0,0.379167,1,1,0,0.576662,0.196010,0.638165,-0.470942
0,0.352604,1,1,0,0.568461,0.248010,0.668016,-0.411216
0,0.371667,1,1,0,0.359772,0.577932,0.720977,0.129425
0,0.401146,1,1,0,0.186366,0.655010,0.617572,0.393490
0,0.429063,1,1,0,0.091007,0.664761,0.537043,0.511268
0,0.453437,1,1,0,0.200007,-0.572095,-0.213258,-0.766306
0,0.455313,1,1,0,0.373700,-0.419889,0.037240,-0.826229
0,0.437083,1,1,0,0.446646,-0.323925,0.162486,-0.818033
0,0.409896,1,1,0,0.578805,0.004588,0.498065,-0.645675
0,0.384167,1,1,0,0.577126,0.226124,0.656527,-0.429844
0,0.358125,1,1,0,0.564815,0.278532,0.684630,-0.366996
0,0.385833,1,1,0,0.363649,0.573663,0.724408,0.117909
0,0.41375,1,1,0,0.232164,0.642937,0.654211,0.323635
0,0.441667,1,1,0,-0.014406,0.654954,0.438464,0.615286
0,0.469896,1,1,0,-0.065029,0.640938,0.383800,0.661565
0,0.472396,1,1,0,0.391658,-0.406913,0.051353,-0.823644
0,0.474167,1,1,0,0.391658,-0.406913,0.051353,-0.823644
0,0.448437,1,1,0,0.590875,0.031303,0.517281,-0.618310
0,0.422396,1,1,0,0.590875,0.031303,0.517281,-0.618310
0,0.405521,1,1,0,0.539645,0.357936,0.718182,-0.254714
0,0.389792,1,1,0,0.330634,0.594509,0.712041,0.173892
0,0.415938,1,1,0,0.138536,0.664289,0.587051,0.441474
0,0.442396,1,1,0,-0.016378,0.658070,0.441401,0.609788
0,0.446667,1,1,0,0.119825,-0.624907,-0.326225,-0.699079
0,0.449479,1,1,0,0.268514,-0.534614,-0.136482,-0.789596
0,0.452708,1,1,0,0.439601,-0.352943,0.127186,-0.816092
0,0.42875,1,1,0,0.598504,0.108409,0.577252,-0.544812
0,0.403646,1,1,0,0.554640,0.330129,0.706835,-0.289438
0,0.406875,1,1,0,0.530781,0.380389,0.725060,-0.218778
0,0.43125,1,1,0,0.302867,0.609294,0.699325,0.219035
0,0.455313,1,1,0,0.099912,0.666142,0.557921,0.484764
0,0.483333,1,1,0,0.166491,-0.604324,-0.278516,-0.727669
0,0.485625,1,1,0,0.166491,-0.604324,-0.278516,-0.727669
0,0.488646,1,1,0,0.512142,-0.245319,0.252248,-0.783518
0,0.490833,1,1,0,0.563130,-0.127206,0.374930,-0.725349
