TIME,NE,SE,SW,NW,Quat.x,Quat.y,Quat.z,Quat.w
0,0.346354,0.347396,0.349479,0.348438,0.000000,-0.000000,0.000000,-1.000000
0,0.347396,0.348438,0.349896,0.348854,0.000000,-0.000000,0.000000,-1.000000
0,0.348646,0.349687,0.351146,0.350104,0.000000,-0.000000,0.000000,-1.000000
0,0.349375,0.350625,0.352083,0.350833,0.000000,-0.000000,0.000000,-1.000000
0,0.349479,0.350729,0.352396,0.351146,0.000000,-0.000000,0.000000,-1.000000
0,0.350417,0.351875,0.35375,0.352292,0.000000,-0.000000,0.000000,-1.000000
0,0.348229,0.349896,0.351979,0.350313,0.000000,-0.000000,0.000000,-1.000000
0,0.350417,0.351458,0.352917,0.351875,0.000000,-0.000000,0.000000,-1.000000
0,0.348958,0.35,0.352083,0.351042,0.000000,-0.000000,0.000000,-1.000000
0,0.35,0.351042,0.3525,0.351458,0.000000,-0.000000,0.000000,-1.000000
0,0.3475,0.34875,0.350625,0.349375,0.000000,-0.000000,0.000000,-1.000000
0,0.347813,0.349062,0.350938,0.349687,0.000000,-0.000000,0.000000,-1.000000
0,0.346771,0.348021,0.349896,0.348646,0.000000,-0.000000,0.000000,-1.000000
0,0.344375,0.345417,0.347083,0.346042,0.000000,-0.000000,0.000000,-1.000000
0,0.342917,0.344375,0.346042,0.344583,0.000000,-0.000000,0.000000,-1.000000
0,0.343542,0.344375,0.345833,0.345,0.000000,-0.000000,0.000000,-1.000000
0,0.341771,0.342604,0.344062,0.343229,0.000000,-0.000000,0.000000,-1.000000
0,0.340313,0.341354,0.343021,0.341979,0.000000,-0.000000,0.000000,-1.000000
0,0.339062,0.340104,0.341354,0.340313,0.000000,-0.000000,0.000000,-1.000000
0,0.339479,0.340521,0.341979,0.340938,0.000000,-0.000000,0.000000,-1.000000
0,0.339583,0.340625,0.341875,0.340833,0.000000,-0.000000,0.000000,-1.000000
0,0.341042,0.342292,0.34375,0.3425,0.000000,-0.000000,0.000000,-1.000000
0,0.340625,0.341875,0.343333,0.342083,0.000000,-0.000000,0.000000,-1.000000
0,0.344062,0.344687,0.345938,0.345313,0.000000,-0.000000,0.000000,-1.000000
0,0.342083,0.343125,0.344375,0.343333,0.000000,-0.000000,0.000000,-1.000000
0,0.342813,0.343646,0.344896,0.344062,0.000000,-0.000000,0.000000,-1.000000
0,0.343958,0.344583,0.34625,0.345625,0.000000,-0.000000,0.000000,-1.000000
0,0.345208,0.345833,0.347292,0.346667,0.000000,-0.000000,0.000000,-1.000000
0,0.344167,0.344792,0.34625,0.345625,0.000000,-0.000000,0.000000,-1.000000
0,0.34625,0.346667,0.348125,0.347708,0.000000,-0.000000,0.000000,-1.000000
0,0.343333,0.344375,0.345833,0.344792,0.000000,-0.000000,0.000000,-1.000000
0,0.342917,0.343958,0.345208,0.344167,0.000000,-0.000000,0.000000,-1.000000
0,0.342708,0.343542,0.344583,0.34375,0.000000,-0.000000,0.000000,-1.000000
0,0.340833,0.341667,0.343333,0.3425,0.000000,-0.000000,0.000000,-1.000000
0,0.341667,0.3425,0.344167,0.343333,0.000000,-0.000000,0.000000,-1.000000
0,0.34,0.340833,0.342292,0.341458,0.000000,-0.000000,0.000000,-1.000000
0,0.341146,0.341979,0.343438,0.342604,0.000000,-0.000000,0.000000,-1.000000
0,0.342396,0.343646,0.345104,0.343854,0.000000,-0.000000,0.000000,-1.000000
0,0.340521,0.341771,0.343021,0.341771,0.000000,-0.000000,0.000000,-1.000000
0,0.34375,0.344375,0.345833,0.345208,0.000000,-0.000000,0.000000,-1.000000
0,0.345833,0.346667,0.347708,0.346875,0.000000,-0.000000,0.000000,-1.000000
0,0.343854,0.344687,0.346354,0.345521,0.000000,-0.000000,0.000000,-1.000000
0,0.344062,0.345104,0.346354,0.345313,0.000000,-0.000000,0.000000,-1.000000
0,0.346979,0.347604,0.348854,0.348229,0.000000,-0.000000,0.000000,-1.000000
0,0.348333,0.349375,0.350833,0.349792,0.000000,-0.000000,0.000000,-1.000000
0,0.349583,0.350833,0.3525,0.35125,0.000000,-0.000000,0.000000,-1.000000
0,0.347292,0.348542,0.350208,0.348958,0.000000,-0.000000,0.000000,-1.000000
0,0.345938,0.346979,0.348646,0.347604,0.000000,-0.000000,0.000000,-1.000000
0,0.345625,0.346667,0.348125,0.347083,0.000000,-0.000000,0.000000,-1.000000
0,0.348542,0.349583,0.351458,0.350417,0.000000,-0.000000,0.000000,-1.000000
0,0.349375,0.350625,0.352083,0.350833,0.000000,-0.000000,0.000000,-1.000000
0,0.348542,0.349792,0.351458,0.350208,0.000000,-0.000000,0.000000,-1.000000
0,0.350833,0.351458,0.353125,0.3525,0.000000,-0.000000,0.000000,-1.000000
0,0.35,0.351458,0.353125,0.351667,0.000000,-0.000000,0.000000,-1.000000
0,0.3475,0.348958,0.350833,0.349375,0.000000,-0.000000,0.000000,-1.000000
0,0.348229,0.349062,0.350938,0.350104,0.000000,-0.000000,0.000000,-1.000000
0,0.343854,0.345104,0.347187,0.345938,0.000000,-0.000000,0.000000,-1.000000
0,0.345729,0.346979,0.348438,0.347187,0.000000,-0.000000,0.000000,-1.000000
0,0.344792,0.34625,0.347708,0.34625,0.000000,-0.000000,0.000000,-1.000000
0,0.343854,0.345313,0.346771,0.345313,0.000000,-0.000000,0.000000,-1.000000
0,0.345625,0.346875,0.348333,0.347083,0.000000,-0.000000,0.000000,-1.000000
0,0.346042,0.3475,0.349167,0.347708,0.000000,-0.000000,0.000000,-1.000000
0,0.347083,0.348542,0.350208,0.34875,0.000000,-0.000000,0.000000,-1.000000
0,0.347187,0.348021,0.349687,0.348854,0.000000,-0.000000,0.000000,-1.000000
0,0.347083,0.348125,0.350208,0.349167,0.000000,-0.000000,0.000000,-1.000000
0,0.351042,0.352292,0.354375,0.353125,0.000000,-0.000000,0.000000,-1.000000
0,0.351458,0.352708,0.354167,0.352917,0.000000,-0.000000,0.000000,-1.000000
0,0.351146,0.352396,0.354479,0.353229,0.000000,-0.000000,0.000000,-1.000000
0,0.350833,0.352292,0.354375,0.352917,0.000000,-0.000000,0.000000,-1.000000
0,0.351146,0.352604,0.354479,0.353021,0.000000,-0.000000,0.000000,-1.000000
0,0.349375,0.350625,0.3525,0.35125,0.000000,-0.000000,0.000000,-1.000000
0,0.348958,0.350208,0.351875,0.350625,0.000000,-0.000000,0.000000,-1.000000
0,0.351667,0.352708,0.354167,0.353125,0.000000,-0.000000,0.000000,-1.000000
0,0.350104,0.351146,0.352604,0.351562,0.000000,-0.000000,0.000000,-1.000000
0,0.349375,0.350208,0.351667,0.350833,0.000000,-0.000000,0.000000,-1.000000
0,0.348333,0.349167,0.350833,0.35,0.000000,-0.000000,0.000000,-1.000000
0,0.346146,0.347396,0.349062,0.347813,0.000000,-0.000000,0.000000,-1.000000
0,0.34375,0.345,0.346667,0.345417,0.000000,-0.000000,0.000000,-1.000000
0,0.343333,0.344375,0.345833,0.344792,0.000000,-0.000000,0.000000,-1.000000
0,0.341979,0.343021,0.344479,0.343438,0.000000,-0.000000,0.000000,-1.000000
0,0.342708,0.343542,0.345,0.344167,0.000000,-0.000000,0.000000,-1.000000
0,0.344687,0.345521,0.346771,0.345938,0.000000,-0.000000,0.000000,-1.000000
0,0.34625,0.346875,0.347917,0.347292,0.000000,-0.000000,0.000000,-1.000000
0,0.345729,0.346354,0.348021,0.347396,0.000000,-0.000000,0.000000,-1.000000
0,0.344687,0.345938,0.347604,0.346354,0.000000,-0.000000,0.000000,-1.000000
0,0.345625,0.346042,0.346875,0.346458,0.000000,-0.000000,0.000000,-1.000000
0,0.342813,0.343854,0.345313,0.344271,0.000000,-0.000000,0.000000,-1.000000
0,0.343021,0.344062,0.345521,0.344479,0.000000,-0.000000,0.000000,-1.000000
0,0.346146,0.346979,0.348021,0.347187,0.000000,-0.000000,0.000000,-1.000000
0,0.345104,0.345938,0.346979,0.346146,0.000000,-0.000000,0.000000,-1.000000
0,0.343021,0.343854,0.344896,0.344062,0.000000,-0.000000,0.000000,-1.000000
0,0.344167,0.344792,0.34625,0.345625,0.000000,-0.000000,0.000000,-1.000000
0,0.344583,0.345625,0.347083,0.346042,0.000000,-0.000000,0.000000,-1.000000
0,0.346146,0.347187,0.348646,0.347604,0.000000,-0.000000,0.000000,-1.000000
0,0.348125,0.349375,0.350833,0.349583,0.000000,-0.000000,0.000000,-1.000000
0,0.348542,0.349167,0.350417,0.349792,0.000000,-0.000000,0.000000,-1.000000
0,0.35125,0.352083,0.353542,0.352708,0.000000,-0.000000,0.000000,-1.000000
0,0.352292,0.353125,0.354167,0.353333,0.000000,-0.000000,0.000000,-1.000000
0,0.3525,0.353333,0.354583,0.35375,0.000000,-0.000000,0.000000,-1.000000
0,0.351042,0.352083,0.353333,0.352292,0.000000,-0.000000,0.000000,-1.000000
0,0.350104,0.351146,0.352396,0.351354,0.000000,-0.000000,0.000000,-1.000000
0,0.346562,0.347813,0.349271,0.348021,0.000000,-0.000000,0.000000,-1.000000
0,0.347187,0.348438,0.349896,0.348646,0.000000,-0.000000,0.000000,-1.000000
0,0.3475,0.348333,0.35,0.349167,0.000000,-0.000000,0.000000,-1.000000
0,0.348125,0.348958,0.350625,0.349792,0.000000,-0.000000,0.000000,-1.000000
0,0.345938,0.346979,0.348438,0.347396,0.000000,-0.000000,0.000000,-1.000000
0,0.345833,0.346875,0.348333,0.347292,0.000000,-0.000000,0.000000,-1.000000
0,0.346875,0.348125,0.349583,0.348333,0.000000,-0.000000,0.000000,-1.000000
